BOROUGH,CURRENT_,LP_NUMBER,the_geom,SCEN_LM_NA,STATUS,LAST_ACTIO,PUBLIC_HEA,Shape_area,Shape_len,DESDATE,CALDATE
MN,Yes,LP-00879,"MULTIPOLYGON (((-73.98345818168342 40.75294035434134, -73.9835029764744 40.75295925029851, -73.98356425888745 40.75298509918155, -73.98362554152615 40.75301095020453, -73.9836868232755 40.75303679902205, -73.98374810583093 40.753062649130925, -73.98380938861284 40.753088497883155, -73.98387067032596 40.75311434806233, -73.98393195320294 40.7531401967831, -73.98399407321071 40.753166325315256, -73.98405619304451 40.75319245150537, -73.98411831314974 40.7532185799703, -73.98418043312533 40.75324470755298, -73.9842425533283 40.75327083452494, -73.9843046734012 40.753296962753296, -73.98436679370147 40.75332309037094, -73.98442891387215 40.7533492171063, -73.98449103426971 40.75337534536968, -73.98455315453803 40.753401471324935, -73.98461527503304 40.75342759952106, -73.98467739535386 40.75345372680099, -73.98473951594671 40.75347985350417, -73.9848016364094 40.75350598146373, -73.98482044632446 40.753513892973956, -73.98486375709959 40.7535321086768, -73.98486545898476 40.75353295212337, -73.98486712278118 40.75353383918749, -73.98486874514099 40.753534768884265, -73.98487032490377 40.75353574019508, -73.98487185948032 40.753536752983855, -73.98487334775554 40.75353780358406, -73.98487478803241 40.75353889433793, -73.984876177455 40.75354002089972, -73.98487751606788 40.75354118326948, -73.98487880199664 40.7535423793762, -73.98488003242915 40.75354360772574, -73.98488120660643 40.753544869132796, -73.98488232430634 40.753546158641, -73.9848833820465 40.75354747764173, -73.9848843804971 40.7535488241322, -73.98488531805177 40.753550194445836, -73.9848861927464 40.753551588582376, -73.98488700373304 40.75355300521776, -73.98488775092292 40.753554442213336, -73.98488843248617 40.75355589749798, -73.98488904846778 40.753557369713846, -73.98488959784153 40.753558856586295, -73.98489007993793 40.75356035743632, -73.98489049355207 40.75356187043059, -73.98489083971144 40.75356339234419, -73.98489111649634 40.753564923550314, -73.9848913240416 40.753566460314794, -73.98489146225825 40.75356800117778, -73.98489153128048 40.75356954491726, -73.98489152999238 40.75357109075229, -73.98489145933233 40.75357263515237, -73.98489131947922 40.75357417614863, -73.98489111029934 40.75357571285844, -73.98489083188265 40.75357724239619, -73.98489048409506 40.75357876567855, -73.98489006885717 40.75358027781724, -73.98488958532099 40.75358177782767, -73.98488903433487 40.753583265302645, -73.98488841679246 40.75358473664381, -73.98488773264923 40.75358619100244, -73.98488698386954 40.75358762783565, -73.98488617130225 40.75358904425802, -73.98488529503722 40.75359043755374, -73.98488435596714 40.753591808334015, -73.98485958878331 40.753626170515105, -73.9848589169447 40.7536271028978, -73.98483048408869 40.7536662672168, -73.98480205213671 40.75370543152871, -73.98477361921412 40.753744594543235, -73.98474191132145 40.75378865944688, -73.98471020356503 40.7538327257334, -73.98467849652576 40.75387679133205, -73.98464678868575 40.753920856208694, -73.98461508062529 40.753964921076296, -73.98458300370646 40.75401048052774, -73.98456728675514 40.754032802425655, -73.98455092567252 40.754056039121124, -73.98451884853235 40.7541015971622, -73.98448677036622 40.75414715502423, -73.98445469237902 40.754192714438574, -73.98443784209624 40.75421664602539, -73.98442261510706 40.754238273029095, -73.98439053680927 40.75428383099916, -73.98435845944975 40.754329388824374, -73.98432638128702 40.754374948235785, -73.98429430379493 40.75442050675537, -73.98426222536631 40.75446606455276, -73.98423014707228 40.7545116224767, -73.98419806944838 40.75455718171548, -73.98416599088792 40.754602740333844, -73.9841339131766 40.75464829809438, -73.98412921034203 40.754655009247514, -73.98409885544343 40.754698331450705, -73.98409790903591 40.75469963690828, -73.98409690526951 40.75470091699913, -73.98409584316211 40.75470217185888, -73.98409472673258 40.75470339700703, -73.9840935547758 40.75470459139103, -73.98409233014844 40.754705756946294, -73.98409105396803 40.75470688729082, -73.9840897267694 40.754707986125034, -73.98408835163386 40.75470904900211, -73.9840869292316 40.754710073953255, -73.98408546166 40.75471106383035, -73.9840839507507 40.754712013609385, -73.98408239712873 40.754712922645474, -73.98408080396342 40.75471379229692, -73.98407917197 40.754714618456184, -73.98407750494256 40.75471540299094, -73.98407580270333 40.754716142743995, -73.98407406819838 40.754716838869946, -73.9840723031248 40.754717488483564, -73.98407051051817 40.75471809178891, -73.98406869185176 40.754718648718246, -73.98406684828682 40.75471915662392, -73.9840649835281 40.75471961791664, -73.98406309945135 40.75472002940564, -73.98406119779742 40.754720391736136, -73.98405928039661 40.7547207048405, -73.98405735099921 40.75472096736137, -73.9840554096052 40.754721179400526, -73.98405346072354 40.75472134065312, -73.98405150551497 40.75472145074588, -73.9840495465236 40.754721511512294, -73.98404758589324 40.75472151908269, -73.98404562598895 40.75472147732736, -73.98404366890937 40.754721384209795, -73.98404171751162 40.754721239934035, -73.98403977340267 40.75472104504349, -73.98403783961822 40.75472079882562, -73.98403591767577 40.75472050341942, -73.98403401056635 40.75472015828213, -73.98403212012037 40.75471976307448, -73.9840302482571 40.75471931939232, -73.98402839761036 40.75471882737173, -73.98402657001049 40.75471828674148, -73.98402476831428 40.754717699063484, -73.98402299345899 40.75471706505083, -73.98402124914999 40.754716384568205, -73.98397335312083 40.754696830788426, -73.98396465264538 40.75469327136684, -73.98392208307185 40.754675854319856, -73.98387081292162 40.75465487640254, -73.98381954293721 40.75463389988815, -73.98376827204781 40.75461292263788, -73.98371012360664 40.75458855198123, -73.98365197440425 40.754564182007925, -73.98359382618209 40.754539811292425, -73.98353567693123 40.75451543983444, -73.98347752879398 40.75449106980688, -73.9834193795834 40.75446669900291, -73.98336123157627 40.754442327456786, -73.98330308262919 40.75441795717102, -73.98324493448371 40.754393586278866, -73.9831867856664 40.754369216070046, -73.98312385002399 40.754342852444175, -73.98306091429731 40.7543164893609, -73.9829979787988 40.75429012709188, -73.98293504335052 40.754263763226774, -73.982872107907 40.75423740088872, -73.9828091725582 40.75421103766759, -73.98259820681578 40.754122664756515, -73.98345235185799 40.75293789556614, -73.98345818168342 40.75294035434134)))",Bryant Park,DESIGNATED,DESIGNATED,10/8/1974,227702.428722,1896.83283892,11/12/1974,
